"location","source","target","ID","fuzzy","context","translator_comments","developer_comments"
"src-en/data/events_shells.xml:122","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_FOSSILS""]/choice[1]/event/choice[1]/event/text","당신은 행성 표면으로 내려갔고, 밀수꾼이 화석을 채집하고 있던 것을 발견했습니다. ""이봐, 이 근-사한 돌들을 내다 팔면 얼마까지 나올ㄲ.. 이런, 연방이다! 튀어!""","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_FOSSILS""]/choice[1]/event/choice[1]/event/text","","","",""
"src-en/data/events_shells.xml:125","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_FOSSILS""]/choice[1]/event/choice[1]/event/choice/text","계속...","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_FOSSILS""]/choice[1]/event/choice[1]/event/choice/text","","","",""
"src-en/data/events_shells.xml:131","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_FOSSILS""]/choice[1]/event/choice[2]/text","거절한다.","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_FOSSILS""]/choice[1]/event/choice[2]/text","","","",""
"src-en/data/events_shells.xml:133","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_FOSSILS""]/choice[1]/event/choice[2]/event/text","""괜찮아요. 내 얘기를 들어줘서어어 감사아아합니다!""","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_FOSSILS""]/choice[1]/event/choice[2]/event/text","","","",""
"src-en/data/events_shells.xml:139","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_FOSSILS""]/choice[2]/text","정중하게 대화를 끝낸다.","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_FOSSILS""]/choice[2]/text","","","",""
"src-en/data/events_shells.xml:141","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_FOSSILS""]/choice[2]/event/text","생물학 수업이나 듣고 있을 시간은 없습니다.","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_FOSSILS""]/choice[2]/event/text","","","",""
"src-en/data/events_shells.xml:143","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_FOSSILS""]/choice[2]/event/choice[1]/text","창고를 확인한다.","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_FOSSILS""]/choice[2]/event/choice[1]/text","","","",""
"src-en/data/events_shells.xml:147","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_FOSSILS""]/choice[2]/event/choice[2]/text","아무것도 하지 않는다.","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_FOSSILS""]/choice[2]/event/choice[2]/text","","","",""
"src-en/data/events_shells.xml:155","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_TOXINTEST""]/text","근처에는 쉘 실험실이 있는 것으로 보입니다. 그들이 교신해왔습니다. ""오 마침 좋은 방문자군요! 유감스으으럽게도, 최근에 많은 사아아람들을 보지 못했어요, 아주 많은 새애애로운... 반군들이 들이닥쳤는데  저희 독소오오에 이사아앙하게 반응하더군요. 당시이인이 가진 외계인 아무나에게 독소오오가 미칠수우우 있는 영향을 시이일험하고 시이잎습니다... 위험서어엉은 인지하고 있고 분명히 그에 따른 비용을 지불하겠스으읍니다.""","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_TOXINTEST""]/text","","","",""
"src-en/data/events_shells.xml:158","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_TOXINTEST""]/choice[1]/text","선원을 보낸다.","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_TOXINTEST""]/choice[1]/text","","","",""
"src-en/data/events_shells.xml:162","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_TOXINTEST""]/choice[2]/text","(셸 선원) 셸 선원을 보낸다","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_TOXINTEST""]/choice[2]/text","","","",""
"src-en/data/events_shells.xml:164","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_TOXINTEST""]/choice[2]/event/text","""저희는 어... 이런 행동은 고맙지만, 정말로 우리종족을 시이일험할 필요는 없스으읍니다....""","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_TOXINTEST""]/choice[2]/event/text","","","",""
"src-en/data/events_shells.xml:168","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_TOXINTEST""]/choice[3]/text","(무산소 선원) 당신의 무산소 선원을 보낸다.","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_TOXINTEST""]/choice[3]/text","","","",""
"src-en/data/events_shells.xml:170","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_TOXINTEST""]/choice[3]/event/text","""놀랍군요! 독소오오가 여전히 효과는 있지만, 적은 양으로는 그렇게 많은 해를 끼치지 않는거스으으로 보입니다. 더 큰 농도를 시이일험하고 시이잎지만 거의 치명적일거에요. 어쨌든, 도와주셔어어서어어 정말 감사아아합니다""","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_TOXINTEST""]/choice[3]/event/text","","","",""
"src-en/data/events_shells.xml:175","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_TOXINTEST""]/choice[4]/text","거절한다.","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_TOXINTEST""]/choice[4]/text","","","",""
"src-en/data/events_shells.xml:177","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_TOXINTEST""]/choice[4]/event/text","""괜찮아요. 당시이인같은 연합 함서어언은 분명 더 중요한 일이 있을겁니다.""","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_TOXINTEST""]/choice[4]/event/text","","","",""
"src-en/data/events_shells.xml:179","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_TOXINTEST""]/choice[4]/event/choice[1]/text","창고를 확인한다.","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_TOXINTEST""]/choice[4]/event/choice[1]/text","","","",""
"src-en/data/events_shells.xml:183","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_TOXINTEST""]/choice[4]/event/choice[2]/text","아무것도 하지 않는다.","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_TOXINTEST""]/choice[4]/event/choice[2]/text","","","",""
"src-en/data/events_shells.xml:191","data/events_shells.xml$/FTL/eventList[@name=""TOXINTEST_REGULAR""]/event[1]/text","""역시이이. 반란군 함서어언에서 이런 결과를 많이 봤스으읍니다. 꽤 해롭다고 할 수우우 있죠!"" 그들은 당신의 선원을 돌려보냅니다. 다소 아파는 보이지만 일할수 있을 정도로 건강해 보입니다.","data/events_shells.xml$/FTL/eventList[@name=""TOXINTEST_REGULAR""]/event[1]/text","","","",""
"src-en/data/events_shells.xml:195","data/events_shells.xml$/FTL/eventList[@name=""TOXINTEST_REGULAR""]/event[2]/text","""오... 오 이런. 상당히 빠른데... 유감스으으럽게도 안좋은 소오오시이익이 있스으읍니다. 당시이인의 서어언원이 잘 반응하지 못했스으읍니다. 믿기 힘들군요. 사아알리기 위해 할 수우우 있는게 아무것도 없스으읍니다.""","data/events_shells.xml$/FTL/eventList[@name=""TOXINTEST_REGULAR""]/event[2]/text","","","",""
"src-en/data/events_shells.xml:197","data/events_shells.xml$/FTL/eventList[@name=""TOXINTEST_REGULAR""]/event[2]/choice[1]/text","계속...","data/events_shells.xml$/FTL/eventList[@name=""TOXINTEST_REGULAR""]/event[2]/choice[1]/text","","","",""
"src-en/data/events_shells.xml:199","data/events_shells.xml$/FTL/eventList[@name=""TOXINTEST_REGULAR""]/event[2]/choice[1]/event/text","대원을 구하기위해 당신이 할수 있었던 일은 아무것도 없었습니다. 셸들은 깊이 미안해하고 보상금을 대폭 인상하겠다고 말했습니다.","data/events_shells.xml$/FTL/eventList[@name=""TOXINTEST_REGULAR""]/event[2]/choice[1]/event/text","","","",""
"src-en/data/events_shells.xml:203","data/events_shells.xml$/FTL/eventList[@name=""TOXINTEST_REGULAR""]/event[2]/choice[1]/event/removeCrew/text","다행히도, 당신은 클론베이를 통해 선원을 부활시킬 수 있었고, 셸은 이 사실을 몰랐습니다...","data/events_shells.xml$/FTL/eventList[@name=""TOXINTEST_REGULAR""]/event[2]/choice[1]/event/removeCrew/text","","","",""
"src-en/data/events_shells.xml:208","data/events_shells.xml$/FTL/eventList[@name=""TOXINTEST_REGULAR""]/event[2]/choice[2]/text","(고급 의료실) 선원을 살린다.","data/events_shells.xml$/FTL/eventList[@name=""TOXINTEST_REGULAR""]/event[2]/choice[2]/text","","","",""
"src-en/data/events_shells.xml:210","data/events_shells.xml$/FTL/eventList[@name=""TOXINTEST_REGULAR""]/event[2]/choice[2]/event/text","당신은 서둘러 선원을 의료실로 옮겼습니다. 셸들은 여전히 미안해했고, 보상금을 인상했습니다.","data/events_shells.xml$/FTL/eventList[@name=""TOXINTEST_REGULAR""]/event[2]/choice[2]/event/text","","","",""
"src-en/data/events_shells.xml:234","data/events_shells.xml$/FTL/event[@name=""NEBULA_ENCOUNTER_SHELL_CIVILIAN""]/text","셸 시민들은 보통 직접적인 전투를 하지 않지만... 대부분의 군사 구역이 파업에 들어갔기 때문에, 몇몇은 그들 스스로 해결해야 한다고 생각합니다. 근처의 셸 함선이 당신을 공격하는것으로 보아 당신을 위협요소로 생각하는 것 같습니다!","data/events_shells.xml$/FTL/event[@name=""NEBULA_ENCOUNTER_SHELL_CIVILIAN""]/text","","","",""
"src-en/data/events_shells.xml:238","data/events_shells.xml$/FTL/event[@name=""NEBULA_ENCOUNTER_SHELL_CIVILIAN""]/choice/text","계속...","data/events_shells.xml$/FTL/event[@name=""NEBULA_ENCOUNTER_SHELL_CIVILIAN""]/choice/text","","","",""
"src-en/data/events_shells.xml:244","data/events_shells.xml$/FTL/event[@name=""NEBULA_ENCOUNTER_SHELL_MANAGEMENT""]/text","셸 관리선이 인근 보안검색대에서 공사를 진행하고 있었습니다. 당신의 갑작스런 등장은 그들을 우려시켰고, 그들은 검문소를 지킬 아무 병력도 남겨두지 않고 당신에게 달려들어 공격했습니다!","data/events_shells.xml$/FTL/event[@name=""NEBULA_ENCOUNTER_SHELL_MANAGEMENT""]/text","","","",""
"src-en/data/events_shells.xml:248","data/events_shells.xml$/FTL/event[@name=""NEBULA_ENCOUNTER_SHELL_MANAGEMENT""]/choice/text","계속...","data/events_shells.xml$/FTL/event[@name=""NEBULA_ENCOUNTER_SHELL_MANAGEMENT""]/choice/text","","","",""
"src-en/data/events_shells.xml:258","data/events_shells.xml$/FTL/event[@name=""NEBULA_ENCOUNTER_SHELL_MILITARY""]/choice/text","계속...","data/events_shells.xml$/FTL/event[@name=""NEBULA_ENCOUNTER_SHELL_MILITARY""]/choice/text","","","",""
"src-en/data/events_shells.xml:263","data/events_shells.xml$/FTL/textList[@name=""NEBULA_SHELL_MILITARY_FIGHT""]/text[1]","셸 군사구역은 난장판인 상태이고, 노동력은 파업상태에 있습니다.그럼에도 불구하고, 셸 천재정에 충성하는 사람들은 국민들을 보호하기 위해 뒤에 남아있습니다. 누구로부터 보호하냐고요? 바로 당신입니다!","data/events_shells.xml$/FTL/textList[@name=""NEBULA_SHELL_MILITARY_FIGHT""]/text[1]","","","",""
"src-en/data/events_shells.xml:264","data/events_shells.xml$/FTL/textList[@name=""NEBULA_SHELL_MILITARY_FIGHT""]/text[2]","""민간 지역 근처에는 군함이 출입할수우우 없다! 연방이건 아니건, 당장 이곳을 떠나라!"" 당신은 FTL 드라이브가 아직 충전되지 않았습니다고 설명하려 했지만, 셸들은 흥분해서 듣지도 않고 공격했습니다!","data/events_shells.xml$/FTL/textList[@name=""NEBULA_SHELL_MILITARY_FIGHT""]/text[2]","","","",""
"src-en/data/events_shells.xml:265","data/events_shells.xml$/FTL/textList[@name=""NEBULA_SHELL_MILITARY_FIGHT""]/text[3]","""귀 서어언박에서 스으응인되지 않은 셰에에엘이 아닌 사아아아람이 확인되었스으으읍니다. 국장 겸 사아앙임의원인 '네르바'의 명령에 따라, 연방 공무원들은 천재정 영토에 들어갈 수우우 없습니다. 당신이인은 제거될 겁니다.""","data/events_shells.xml$/FTL/textList[@name=""NEBULA_SHELL_MILITARY_FIGHT""]/text[3]","","","",""
"src-en/data/events_shells.xml:266","data/events_shells.xml$/FTL/textList[@name=""NEBULA_SHELL_MILITARY_FIGHT""]/text[4]","셸 군사 함선이 당신을 조준했습니다. 당신은 그들이 멈춰서서 스캔을 할지 궁금했지만, 하지만 그들은 즉시 발포했습니다! 셸 구역은 더이상 우호적이지 않습니다!","data/events_shells.xml$/FTL/textList[@name=""NEBULA_SHELL_MILITARY_FIGHT""]/text[4]","","","",""
"src-en/data/events_shells.xml:274","data/events_shells.xml$/FTL/event[@name=""ENCOUNTER_CLAN_SHELL""]/choice/text","계속...","data/events_shells.xml$/FTL/event[@name=""ENCOUNTER_CLAN_SHELL""]/choice/text","","","",""
"src-en/data/events_shells.xml:279","data/events_shells.xml$/FTL/textList[@name=""NEBULA_CLAN_SHELL_FIGHT""]/text[1]","당신은 위험한 사냥꾼 길드의 일원을 마주친걸로 보입니다.그들은 셸의 갑옷을 얻기 위해 셸을 사냥하고는 하지만, 그에 못지않게 다른 배들도 사냥합니다!","data/events_shells.xml$/FTL/textList[@name=""NEBULA_CLAN_SHELL_FIGHT""]/text[1]","","","",""
"src-en/data/events_shells.xml:280","data/events_shells.xml$/FTL/textList[@name=""NEBULA_CLAN_SHELL_FIGHT""]/text[2]","""아무것도 없던 내 트로피 벽에는 네 머리가 짤 보일거야!"" 한 클랜즈맨과 그의 함선이 접근했습니다. 무장한 채로요!","data/events_shells.xml$/FTL/textList[@name=""NEBULA_CLAN_SHELL_FIGHT""]/text[2]","","","",""
"src-en/data/events_shells.xml:281","data/events_shells.xml$/FTL/textList[@name=""NEBULA_CLAN_SHELL_FIGHT""]/text[3]","성운 바깥에서 슬러그 사냥꾼이 왔고, 당신에게 무기를 겨누고 있습니다!","data/events_shells.xml$/FTL/textList[@name=""NEBULA_CLAN_SHELL_FIGHT""]/text[3]","","","",""
"src-en/data/events_shells.xml:282","data/events_shells.xml$/FTL/textList[@name=""NEBULA_CLAN_SHELL_FIGHT""]/text[4]","당신은 미행당하고 있는 느낌이 들었습니다. 추적자를 향해서 배를 돌리니, 슬러그 클랜즈맨이 당신을 향해 오는 것을 볼 수 있었습니다!","data/events_shells.xml$/FTL/textList[@name=""NEBULA_CLAN_SHELL_FIGHT""]/text[4]","","","",""
"src-en/data/events_shells.xml:283","data/events_shells.xml$/FTL/textList[@name=""NEBULA_CLAN_SHELL_FIGHT""]/text[5]","""오, 쩌걸 봐, 확씰히 쩌놈은 길드로 데려갈 가찌가 이써"" 근처의 슬러그 함선이 공격했습니다.","data/events_shells.xml$/FTL/textList[@name=""NEBULA_CLAN_SHELL_FIGHT""]/text[5]","","","",""
"src-en/data/events_shells.xml:287","data/events_shells.xml$/FTL/event[@name=""NEBULA_ENCOUNTER_SHELL_SLUG""]/text","보통, 일반적인 슬러그들은 셸 섹터를 피하고 싶어하며 사촌종들과 불화를 일으키고 싶어하지 않지만, 그렇지 않은 한 함선이 당신과 마주친 것 같습니다. 그리고, 그들은 당신과 싸우려 합니다!","data/events_shells.xml$/FTL/event[@name=""NEBULA_ENCOUNTER_SHELL_SLUG""]/text","","","",""
"src-en/data/events_shells.xml:291","data/events_shells.xml$/FTL/event[@name=""NEBULA_ENCOUNTER_SHELL_SLUG""]/choice/text","계속...","data/events_shells.xml$/FTL/event[@name=""NEBULA_ENCOUNTER_SHELL_SLUG""]/choice/text","","","",""
"src-en/data/events_shells.xml:297","data/events_shells.xml$/FTL/event[@name=""NEBULA_ENCOUNTER_SHELL_AUTO""]/text","반군들이 셸을 직접 공격하지 않는 이유는 열렬한 팬이기 때문이 아니라, 그들의 독소를 너무 두려워하기 때문입니다. 대신 그들은 더러운 일을 하기위해 무인기를 보내는 것을 선호합니다. 불행히도, 이러한 무인기 중 하나가 당신을 알아보고 공격했습니다!","data/events_shells.xml$/FTL/event[@name=""NEBULA_ENCOUNTER_SHELL_AUTO""]/text","","","",""
"src-en/data/events_shells.xml:301","data/events_shells.xml$/FTL/event[@name=""NEBULA_ENCOUNTER_SHELL_AUTO""]/choice/text","계속...","data/events_shells.xml$/FTL/event[@name=""NEBULA_ENCOUNTER_SHELL_AUTO""]/choice/text","","","",""
"src-en/data/events_shells.xml:307","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SMUGGLER""]/text","밀수선 한 척이 이 성운을 몰래 통과하려는 것 같습니다. 그들은 당신을 눈치채고, 위치가 알려지길 원하지 않아 공격했습니다!","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SMUGGLER""]/text","","","",""
"src-en/data/events_shells.xml:311","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SMUGGLER""]/choice/text","계속...","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SMUGGLER""]/choice/text","","","",""
"src-en/data/events_shells.xml:336","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SUZERAIN""]/text","아마, 이 성운에서 마지막으로 보게 될 배는 맨티스 영주일 것입니다.하물며 도약 직후 당신과 교신하는 함선은 말입니다.","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SUZERAIN""]/text","","","",""
"src-en/data/events_shells.xml:340","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SUZERAIN""]/choice/text","계속...","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SUZERAIN""]/choice/text","","","",""
"src-en/data/events_shells.xml:342","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SUZERAIN""]/choice/event/text","""선장, 선장, 이 셸들 흥미롭지 않나? 하나 붙잡아 발톱깎이 사용하고 싶은데, 계속 반으로 자르고 있는다."" 맨티스가 낄낄거렸습니다. ""혹시 내가 쓸 셸 하나 있나?""","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SUZERAIN""]/choice/event/text","","","",""
"src-en/data/events_shells.xml:344","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SUZERAIN""]/choice/event/choice[1]/text","사과하고, 거절하며, 이곳을 벗어난다.","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SUZERAIN""]/choice/event/choice[1]/text","","","",""
"src-en/data/events_shells.xml:348","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SUZERAIN""]/choice/event/choice[2]/text","사과하고, 거절하며, 이곳을 벗어난다.","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SUZERAIN""]/choice/event/choice[2]/text","","","",""
"src-en/data/events_shells.xml:350","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SUZERAIN""]/choice/event/choice[2]/event/text","""딸깍, 딸깍, 거기 셸 있는거 알아! 내 전리품 갖고 못간다!""","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SUZERAIN""]/choice/event/choice[2]/event/text","","","",""
"src-en/data/events_shells.xml:353","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SUZERAIN""]/choice/event/choice[2]/event/choice/text","계속...","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SUZERAIN""]/choice/event/choice[2]/event/choice/text","","","",""
"src-en/data/events_shells.xml:359","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SUZERAIN""]/choice/event/choice[3]/text","그들을 공격해라!","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SUZERAIN""]/choice/event/choice[3]/text","","","",""
"src-en/data/events_shells.xml:361","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SUZERAIN""]/choice/event/choice[3]/event/text","당신은 무기실에 전력을 공급하고 멘티스 영주와 싸웁니다.","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SUZERAIN""]/choice/event/choice[3]/event/text","","","",""
"src-en/data/events_shells.xml:364","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SUZERAIN""]/choice/event/choice[3]/event/choice/text","계속...","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SUZERAIN""]/choice/event/choice[3]/event/choice/text","","","",""
"src-en/data/events_shells.xml:370","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SUZERAIN""]/choice/event/choice[4]/text","(셸 선원) 맨티스 영주에게 셸을 건낸다","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SUZERAIN""]/choice/event/choice[4]/text","","","",""
"src-en/data/events_shells.xml:372","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SUZERAIN""]/choice/event/choice[4]/event/text","당신은 맨티스 영주에게 셸을 건냈습니다.","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SUZERAIN""]/choice/event/choice[4]/event/text","","","",""
"src-en/data/events_shells.xml:375","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SUZERAIN""]/choice/event/choice[4]/event/removeCrew/text","셸은 곧 죽을지도 모르지만, 그 이후에 복제하지 않는 것이 좋을 것 같습니다.","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SUZERAIN""]/choice/event/choice[4]/event/removeCrew/text","","","",""
"src-en/data/events_shells.xml:378","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SUZERAIN""]/choice/event/choice[4]/event/choice/text","계속...","data/events_shells.xml$/FTL/event[@name=""NEBULA_SHELL_SUZERAIN""]/choice/event/choice[4]/event/choice/text","","","",""
