"location","source","target","ID","fuzzy","context","translator_comments","developer_comments"
"src-en/data/events_cultist.xml:154","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/text","It seems they've since replaced the guard from your last visit, but the model is the same. The Cultist hails you, and begins a monologue similar to last time.","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/text","","","",""
"src-en/data/events_cultist.xml:157","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/text","Yeah yeah yeah, we've heard this all before.","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/text","","","",""
"src-en/data/events_cultist.xml:159","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/event/text","""You... what? Then you will already know that you need to bear the mark of the Ember if you wish to leave here alive!""","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/event/text","","","",""
"src-en/data/events_cultist.xml:161","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/event/choice[1]/text","Nah, we'll just blow our way through.","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/event/choice[1]/text","","","",""
"src-en/data/events_cultist.xml:163","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/event/choice[1]/event/text","You mute the Cultist ship and attack.","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/event/choice[1]/event/text","","","",""
"src-en/data/events_cultist.xml:166","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/event/choice[1]/event/choice/text","Continue...","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/event/choice[1]/event/choice/text","","","",""
"src-en/data/events_cultist.xml:172","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/event/choice[2]/text","(Vortigon) This vessel has permission from the Grand Priest to travel here.","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/event/choice[2]/text","","","",""
"src-en/data/events_cultist.xml:174","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/event/choice[2]/event/text","The Cultists pause, and quickly apologize. Terrified of Vortigon's wrath, they hand over some supplies and beg for forgiveness.","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/event/choice[2]/event/text","","","",""
"src-en/data/events_cultist.xml:179","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/event/choice[3]/text","(Cultist Crew) Show them proof of your loyalty.","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/event/choice[3]/text","","","",""
"src-en/data/events_cultist.xml:181","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/event/choice[3]/event/text","The cultist gives a large, hearty laugh. ""Hah! Brother, it is good to see you. How have you been? It has been so long since I have seen you, I thought you had died. So few of us have left this sector in such a long time... maybe I shall come with you so I can hear the tales of your travels.""","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/event/choice[3]/event/text","","","",""
"src-en/data/events_cultist.xml:186","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/event/choice[4]/text","(Crystal Crew) Reason with the cultists.","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/event/choice[4]/text","","","",""
"src-en/data/events_cultist.xml:188","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/event/choice[4]/event/text","""Gasp! An Ember, you are one of those who paved the very infrastructure for which this sector was constructed from! I thought you had left us mortals behind in your Exodus from this territory. Oh heavens be, please grant me passage on your vessel.""","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/event/choice[4]/event/text","","","",""
"src-en/data/events_cultist.xml:193","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/event/choice[5]/text","(Mind Control) Convince the guard to leave you alone.","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/event/choice[5]/text","","","",""
"src-en/data/events_cultist.xml:197","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/event/choice[6]/text","(Cloaking) Cloak and try to escape.","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/event/choice[6]/text","","","",""
"src-en/data/events_cultist.xml:201","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/event/choice[7]/text","(Adv. Engines) Try to escape the guard.","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/event/choice[7]/text","","","",""
"src-en/data/events_cultist.xml:205","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/event/choice[8]/text","(Adv. Autopilot) Activate the auto-pilot to try and escape.","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_REVISIT""]/choice/event/choice[8]/text","","","",""
"src-en/data/events_cultist.xml:220","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_BOARDERS""]/text","As the cultist guard sputters, you detect a distress signal coming from their ship. However, no ASB appears due to how close you are to the planet's surface. Instead, several cultists are beamed aboard!","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_BOARDERS""]/text","","","",""
"src-en/data/events_cultist.xml:225","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_DESTROY""]/text","The Cultist guard has been eliminated, but you're certain that there are plenty more to come in this sector.","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_DESTROY""]/text","","","",""
"src-en/data/events_cultist.xml:228","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_DESTROY""]/choice/text","Continue...","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_DESTROY""]/choice/text","","","",""
"src-en/data/events_cultist.xml:233","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_DEADCREW""]/text","The Cultist guard has been eliminated, but you're certain that there are plenty more to come in this sector. Fortunately, it appears their cargo survived the fight.","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_DEADCREW""]/text","","","",""
"src-en/data/events_cultist.xml:237","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_DEADCREW""]/choice/text","Continue...","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_DEADCREW""]/choice/text","","","",""
"src-en/data/events_cultist.xml:243","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_FOLLOWUP""]/text","If there was any hope of getting through the sector unnoticed, you've botched it. They will no doubt send reinforcements to hunt you down.","data/events_cultist.xml$/FTL/event[@name=""GUARD_CULTIST_FOLLOWUP""]/text","","","",""
"src-en/data/events_cultist.xml:250","data/events_cultist.xml$/FTL/event[@name=""REINFORCEMENTS_CULTIST""]/beaconType/unvisitedTooltip","An unvisited location.","data/events_cultist.xml$/FTL/event[@name=""REINFORCEMENTS_CULTIST""]/beaconType/unvisitedTooltip","","","",""
"src-en/data/events_cultist.xml:251","data/events_cultist.xml$/FTL/event[@name=""REINFORCEMENTS_CULTIST""]/beaconType/visitedTooltip","Explored location. Nothing left of interest.","data/events_cultist.xml$/FTL/event[@name=""REINFORCEMENTS_CULTIST""]/beaconType/visitedTooltip","","","",""
"src-en/data/events_cultist.xml:252","data/events_cultist.xml$/FTL/event[@name=""REINFORCEMENTS_CULTIST""]/beaconType/undiscoveredTooltip","An unvisited location.","data/events_cultist.xml$/FTL/event[@name=""REINFORCEMENTS_CULTIST""]/beaconType/undiscoveredTooltip","","","",""
"src-en/data/events_cultist.xml:254","data/events_cultist.xml$/FTL/event[@name=""REINFORCEMENTS_CULTIST""]/text","As you expected, a Cultist vessel approaches to avenge their dead guard, with their weapons armed and their captain very displeased.","data/events_cultist.xml$/FTL/event[@name=""REINFORCEMENTS_CULTIST""]/text","","","",""
"src-en/data/events_cultist.xml:258","data/events_cultist.xml$/FTL/event[@name=""REINFORCEMENTS_CULTIST""]/choice/text","Continue...","data/events_cultist.xml$/FTL/event[@name=""REINFORCEMENTS_CULTIST""]/choice/text","","","",""
"src-en/data/events_cultist.xml:269","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_EXIT""]/text","You have arrived at the exit beacon. It appears the apparatus will deposit you in a random sector once we jump away.","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_EXIT""]/text","","","",""
"src-en/data/events_cultist.xml:272","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_EXIT""]/choice[1]/text","Check the storage.","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_EXIT""]/choice[1]/text","","","",""
"src-en/data/events_cultist.xml:276","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_EXIT""]/choice[2]/text","Do nothing.","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_EXIT""]/choice[2]/text","","","",""
"src-en/data/events_cultist.xml:282","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/text","You have arrived at the exit beacon. It appears the apparatus will deposit in a random sector once we jump away.","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/text","","","",""
"src-en/data/events_cultist.xml:285","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[1]/text","Inspect the Waystone.","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[1]/text","","","",""
"src-en/data/events_cultist.xml:287","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[1]/event/text","The crystalline tech that makes up the device is fascinating, if not completely foreign to you.","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[1]/event/text","","","",""
"src-en/data/events_cultist.xml:289","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[1]/event/choice[1]/text","Talk to Ruwen.","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[1]/event/choice[1]/text","","","",""
"src-en/data/events_cultist.xml:291","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[1]/event/choice[1]/event/text","Ruwen is gleeful, very pleased with this outcome. ""Good, good! This is most excellent.""","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[1]/event/choice[1]/event/text","","","",""
"src-en/data/events_cultist.xml:293","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[1]/event/choice[1]/event/choice[1]/text","Continue...","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[1]/event/choice[1]/event/choice[1]/text","","","",""
"src-en/data/events_cultist.xml:295","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[1]/event/choice[1]/event/choice[1]/event/text","Ruwen takes a glance at Vortigon, who is snoring away in a corner of the ship nearby. Suddenly, Ruwen lifts up the key and smashes it against the ground of the ship. ""I... I have decided that it is best I do not return this to my people. You, despite not needing to in any capacity, decided to show this man mercy and even convince him to join your ranks. Any doubts I had about you have been assuaged. It will be an honor to continue to serve under your command. I suppose this reward is worthy of you, even if the original mission is obsolete.""","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[1]/event/choice[1]/event/choice[1]/event/text","","","",""
"src-en/data/events_cultist.xml:302","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[1]/event/choice[1]/event/choice[2]/text","Continue...","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[1]/event/choice[1]/event/choice[2]/text","","","",""
"src-en/data/events_cultist.xml:304","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[1]/event/choice[1]/event/choice[2]/event/text","""You have my thanks, captain. I'm afraid I must now return to my people with this tech. But let me not forget to pay you for your help!""","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[1]/event/choice[1]/event/choice[2]/event/text","","","",""
"src-en/data/events_cultist.xml:310","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[1]/event/choice[1]/event/choice[2]/event/removeCrew/text","You cannot clone Ruwen as he is not dead. He probably wouldn't be very pleased with it either.","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[1]/event/choice[1]/event/choice[2]/event/removeCrew/text","","","",""
"src-en/data/events_cultist.xml:317","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[1]/event/choice[2]/text","Continue...","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[1]/event/choice[2]/text","","","",""
"src-en/data/events_cultist.xml:319","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[1]/event/choice[2]/event/text","Unfortunately, Ruwen is no longer with you. With no proper way to return the device back to the Crystal people now, you break it down into scrap.","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[1]/event/choice[2]/event/text","","","",""
"src-en/data/events_cultist.xml:322","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[1]/event/choice[2]/event/choice[1]/text","Check the storage.","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[1]/event/choice[2]/event/choice[1]/text","","","",""
"src-en/data/events_cultist.xml:326","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[1]/event/choice[2]/event/choice[2]/text","Do nothing.","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[1]/event/choice[2]/event/choice[2]/text","","","",""
"src-en/data/events_cultist.xml:334","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[2]/text","Continue...","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[2]/text","","","",""
"src-en/data/events_cultist.xml:336","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[2]/event/text","Unfortunately, it seems you did not obtain the Waystone key... that was the whole reason you came here, was it not?","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[2]/event/text","","","",""
"src-en/data/events_cultist.xml:338","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[2]/event/choice[1]/text","Talk to Ruwen.","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[2]/event/choice[1]/text","","","",""
"src-en/data/events_cultist.xml:340","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[2]/event/choice[1]/event/text","Ruwen looks very disappointed. ""You had one task... I... I suppose we will have to reconstruct a new one. That tech was ancient, and it'll be hard to replicate it. I'm afraid I can stay with you no longer. I must return to my people now, and give them the bad news. Though it may be ironic, but I have one last favor to ask of you...""","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[2]/event/choice[1]/event/text","","","",""
"src-en/data/events_cultist.xml:342","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[2]/event/choice[1]/event/choice/text","Yes? What is it?","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[2]/event/choice[1]/event/choice/text","","","",""
"src-en/data/events_cultist.xml:344","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[2]/event/choice[1]/event/choice/event/text","""Never return to our sectors again."" With that, Ruwen moves to pack up his things and depart once you leave the sector.","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[2]/event/choice[1]/event/choice/event/text","","","",""
"src-en/data/events_cultist.xml:347","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[2]/event/choice[1]/event/choice/event/removeCrew/text","You cannot clone Ruwen as he is not dead. He probably wouldn't be very pleased with it either.","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[2]/event/choice[1]/event/choice/event/removeCrew/text","","","",""
"src-en/data/events_cultist.xml:354","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[2]/event/choice[2]/text","Continue...","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[2]/event/choice[2]/text","","","",""
"src-en/data/events_cultist.xml:356","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[2]/event/choice[2]/event/text","Either way, Ruwen is no longer with us. You can consider this mission a total failure, but at least you got see some new sights.","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[2]/event/choice[2]/event/text","","","",""
"src-en/data/events_cultist.xml:358","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[2]/event/choice[2]/event/choice[1]/text","Check the storage.","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[2]/event/choice[2]/event/choice[1]/text","","","",""
"src-en/data/events_cultist.xml:362","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[2]/event/choice[2]/event/choice[2]/text","Do nothing.","data/events_cultist.xml$/FTL/event[@name=""ORIGINS_RUWEN_EXIT""]/choice[2]/event/choice[2]/event/choice[2]/text","","","",""
"src-en/data/events_cultist.xml:378","data/events_cultist.xml$/FTL/event[@name=""CULTIST_CHURCH_FAKE""]/text","You've stumbled across a massive church at this beacon.","data/events_cultist.xml$/FTL/event[@name=""CULTIST_CHURCH_FAKE""]/text","","","",""
"src-en/data/events_cultist.xml:382","data/events_cultist.xml$/FTL/event[@name=""CULTIST_CHURCH_FAKE""]/choice[1]/text","Continue...","data/events_cultist.xml$/FTL/event[@name=""CULTIST_CHURCH_FAKE""]/choice[1]/text","","","",""
"src-en/data/events_cultist.xml:384","data/events_cultist.xml$/FTL/event[@name=""CULTIST_CHURCH_FAKE""]/choice[1]/event/text","It seems most of the church has been abandoned since you were last here. They probably relocated to another place since then...","data/events_cultist.xml$/FTL/event[@name=""CULTIST_CHURCH_FAKE""]/choice[1]/event/text","","","",""
"src-en/data/events_cultist.xml:386","data/events_cultist.xml$/FTL/event[@name=""CULTIST_CHURCH_FAKE""]/choice[1]/event/choice[1]/text","Do something onboard the ship.","data/events_cultist.xml$/FTL/event[@name=""CULTIST_CHURCH_FAKE""]/choice[1]/event/choice[1]/text","","","",""
"src-en/data/events_cultist.xml:390","data/events_cultist.xml$/FTL/event[@name=""CULTIST_CHURCH_FAKE""]/choice[1]/event/choice[2]/text","Do nothing.","data/events_cultist.xml$/FTL/event[@name=""CULTIST_CHURCH_FAKE""]/choice[1]/event/choice[2]/text","","","",""
