"location","source","target","ID","fuzzy","context","translator_comments","developer_comments"
"src-en/data/events_trapper.xml:108","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ZOLTAN""]/text","졸탄만큼 국경 수호에 엄중한 세력은 드물며, 이를 시행하기 위해 기뢰함이 이곳에 와 있습니다. 운 좋게도 연방의 함선을 모는 당신은 그들의 의심을 면한 것 같습니다... 적어도 지금은 말이죠.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ZOLTAN""]/text","","","",""
"src-en/data/events_trapper.xml:111","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ZOLTAN""]/choice[1]/text","공격! 저 함선의 기뢰 사출기를 훔치자!","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ZOLTAN""]/choice[1]/text","","","",""
"src-en/data/events_trapper.xml:113","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ZOLTAN""]/choice[1]/event/text","당신은 기뢰함과 싸우는 위험한 결정을 내렸습니다. 당신이 저 함선의 포격으로부터 충분히 오래 자신을 지킬 수 있기를 바랍니다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ZOLTAN""]/choice[1]/event/text","","","",""
"src-en/data/events_trapper.xml:116","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ZOLTAN""]/choice[1]/event/choice/text","계속...","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ZOLTAN""]/choice[1]/event/choice/text","","","",""
"src-en/data/events_trapper.xml:122","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ZOLTAN""]/choice[2]/text","기뢰함을 피한다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ZOLTAN""]/choice[2]/text","","","",""
"src-en/data/events_trapper.xml:124","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ZOLTAN""]/choice[2]/event/text","기뢰함과 엮이는건 좋은 생각이 아닙니다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ZOLTAN""]/choice[2]/event/text","","","",""
"src-en/data/events_trapper.xml:126","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ZOLTAN""]/choice[2]/event/choice[1]/text","함선에서 무언가를 한다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ZOLTAN""]/choice[2]/event/choice[1]/text","","","",""
"src-en/data/events_trapper.xml:130","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ZOLTAN""]/choice[2]/event/choice[2]/text","아무것도 하지 않는다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ZOLTAN""]/choice[2]/event/choice[2]/text","","","",""
"src-en/data/events_trapper.xml:157","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_DUSK""]/text","졸탄은 일반적으로 미사일이나 기뢰보다 빔을 선호하지만, 더스크브링어는 같은 정서를 공유하지 않는 것 같습니다. 기뢰함이 이 송신소에 머물고 있지만 아직 당신을 눈치채지 못했습니다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_DUSK""]/text","","","",""
"src-en/data/events_trapper.xml:160","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_DUSK""]/choice[1]/text","공격! 저 함선의 기뢰 사출기를 훔치자!","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_DUSK""]/choice[1]/text","","","",""
"src-en/data/events_trapper.xml:162","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_DUSK""]/choice[1]/event/text","당신은 기뢰함과 싸우는 위험한 결정을 내렸습니다. 당신이 저 함선의 포격으로부터 충분히 오래 자신을 지킬 수 있기를 바랍니다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_DUSK""]/choice[1]/event/text","","","",""
"src-en/data/events_trapper.xml:165","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_DUSK""]/choice[1]/event/choice/text","계속...","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_DUSK""]/choice[1]/event/choice/text","","","",""
"src-en/data/events_trapper.xml:171","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_DUSK""]/choice[2]/text","기뢰함을 피한다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_DUSK""]/choice[2]/text","","","",""
"src-en/data/events_trapper.xml:173","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_DUSK""]/choice[2]/event/text","기뢰함과 엮이는건 좋은 생각이 아닙니다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_DUSK""]/choice[2]/event/text","","","",""
"src-en/data/events_trapper.xml:175","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_DUSK""]/choice[2]/event/choice[1]/text","함선에서 무언가를 한다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_DUSK""]/choice[2]/event/choice[1]/text","","","",""
"src-en/data/events_trapper.xml:179","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_DUSK""]/choice[2]/event/choice[2]/text","아무것도 하지 않는다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_DUSK""]/choice[2]/event/choice[2]/text","","","",""
"src-en/data/events_trapper.xml:206","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_MANTIS""]/text","맨티스 기뢰함이 당신에게 신호를 보냅니다. ""여기 하이브 영역. 보통, 연방 죽인다. 하지만, 탄약 보존 유지해야 한다. 운좋게 여기고 떠나라""","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_MANTIS""]/text","","","",""
"src-en/data/events_trapper.xml:209","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_MANTIS""]/choice[1]/text","공격! 저 함선의 기뢰 사출기를 훔치자!","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_MANTIS""]/choice[1]/text","","","",""
"src-en/data/events_trapper.xml:211","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_MANTIS""]/choice[1]/event/text","당신은 기뢰함과 싸우는 위험한 결정을 내렸습니다. 당신이 저 함선의 포격으로부터 충분히 오래 자신을 지킬 수 있기를 바랍니다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_MANTIS""]/choice[1]/event/text","","","",""
"src-en/data/events_trapper.xml:214","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_MANTIS""]/choice[1]/event/choice/text","계속...","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_MANTIS""]/choice[1]/event/choice/text","","","",""
"src-en/data/events_trapper.xml:220","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_MANTIS""]/choice[2]/text","기뢰함을 피한다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_MANTIS""]/choice[2]/text","","","",""
"src-en/data/events_trapper.xml:222","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_MANTIS""]/choice[2]/event/text","기뢰함과 엮이는건 좋은 생각이 아닙니다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_MANTIS""]/choice[2]/event/text","","","",""
"src-en/data/events_trapper.xml:224","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_MANTIS""]/choice[2]/event/choice[1]/text","함선에서 무언가를 한다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_MANTIS""]/choice[2]/event/choice[1]/text","","","",""
"src-en/data/events_trapper.xml:228","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_MANTIS""]/choice[2]/event/choice[2]/text","아무것도 하지 않는다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_MANTIS""]/choice[2]/event/choice[2]/text","","","",""
"src-en/data/events_trapper.xml:251","data/events_trapper.xml$/FTL/event[@name=""NEBULA_TRAPPER_LEECH""]/text","리치의 기술은 시대에 뒤떨어지는 것으로 악명이 높지만 기뢰 사출기는 세력에 상관 없이 보편적인 것으로 보입니다. 이곳의 리치 기뢰함은 혁명군을 저지하기 위해 함정을 까느라 바쁩니다.","data/events_trapper.xml$/FTL/event[@name=""NEBULA_TRAPPER_LEECH""]/text","","","",""
"src-en/data/events_trapper.xml:256","data/events_trapper.xml$/FTL/event[@name=""NEBULA_TRAPPER_LEECH""]/choice[1]/text","공격! 저 함선의 기뢰 사출기를 훔치자!","data/events_trapper.xml$/FTL/event[@name=""NEBULA_TRAPPER_LEECH""]/choice[1]/text","","","",""
"src-en/data/events_trapper.xml:258","data/events_trapper.xml$/FTL/event[@name=""NEBULA_TRAPPER_LEECH""]/choice[1]/event/text","당신은 기뢰함과 싸우는 위험한 결정을 내렸습니다. 당신이 저 함선의 포격으로부터 충분히 오래 자신을 지킬 수 있기를 바랍니다.","data/events_trapper.xml$/FTL/event[@name=""NEBULA_TRAPPER_LEECH""]/choice[1]/event/text","","","",""
"src-en/data/events_trapper.xml:261","data/events_trapper.xml$/FTL/event[@name=""NEBULA_TRAPPER_LEECH""]/choice[1]/event/choice/text","계속...","data/events_trapper.xml$/FTL/event[@name=""NEBULA_TRAPPER_LEECH""]/choice[1]/event/choice/text","","","",""
"src-en/data/events_trapper.xml:267","data/events_trapper.xml$/FTL/event[@name=""NEBULA_TRAPPER_LEECH""]/choice[2]/text","기뢰함을 피한다.","data/events_trapper.xml$/FTL/event[@name=""NEBULA_TRAPPER_LEECH""]/choice[2]/text","","","",""
"src-en/data/events_trapper.xml:269","data/events_trapper.xml$/FTL/event[@name=""NEBULA_TRAPPER_LEECH""]/choice[2]/event/text","기뢰함과 엮이는건 좋은 생각이 아닙니다.","data/events_trapper.xml$/FTL/event[@name=""NEBULA_TRAPPER_LEECH""]/choice[2]/event/text","","","",""
"src-en/data/events_trapper.xml:271","data/events_trapper.xml$/FTL/event[@name=""NEBULA_TRAPPER_LEECH""]/choice[2]/event/choice[1]/text","함선에서 무언가를 한다.","data/events_trapper.xml$/FTL/event[@name=""NEBULA_TRAPPER_LEECH""]/choice[2]/event/choice[1]/text","","","",""
"src-en/data/events_trapper.xml:275","data/events_trapper.xml$/FTL/event[@name=""NEBULA_TRAPPER_LEECH""]/choice[2]/event/choice[2]/text","아무것도 하지 않는다.","data/events_trapper.xml$/FTL/event[@name=""NEBULA_TRAPPER_LEECH""]/choice[2]/event/choice[2]/text","","","",""
"src-en/data/events_trapper.xml:302","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_LOSTSUN""]/text","당신이 이 송신소로 도약했을 때 주위를 감싸고 있던 지뢰밭의 시작 부분이 당신의 함선을 폭발시켜 두동강 낼 뻔 했습니다. 다행히도 멀리서 날아온 블래스트가 지뢰를 멀리 날려버렸지만, 조금 떨어진 곳에서 로스트 선 기뢰함이 더 많은 기뢰를 설치하고 있습니다. 그들은 아직 당신을 눈치채지 못했습니다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_LOSTSUN""]/text","","","",""
"src-en/data/events_trapper.xml:305","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_LOSTSUN""]/choice[1]/text","공격! 저 함선의 기뢰 사출기를 훔치자!","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_LOSTSUN""]/choice[1]/text","","","",""
"src-en/data/events_trapper.xml:307","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_LOSTSUN""]/choice[1]/event/text","당신은 기뢰함과 싸우는 위험한 결정을 내렸습니다. 당신이 저 함선의 포격으로부터 충분히 오래 자신을 지킬 수 있기를 바랍니다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_LOSTSUN""]/choice[1]/event/text","","","",""
"src-en/data/events_trapper.xml:310","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_LOSTSUN""]/choice[1]/event/choice/text","계속...","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_LOSTSUN""]/choice[1]/event/choice/text","","","",""
"src-en/data/events_trapper.xml:316","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_LOSTSUN""]/choice[2]/text","기뢰함을 피한다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_LOSTSUN""]/choice[2]/text","","","",""
"src-en/data/events_trapper.xml:318","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_LOSTSUN""]/choice[2]/event/text","기뢰함과 엮이는건 좋은 생각이 아닙니다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_LOSTSUN""]/choice[2]/event/text","","","",""
"src-en/data/events_trapper.xml:320","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_LOSTSUN""]/choice[2]/event/choice[1]/text","함선에서 무언가를 한다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_LOSTSUN""]/choice[2]/event/choice[1]/text","","","",""
"src-en/data/events_trapper.xml:324","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_LOSTSUN""]/choice[2]/event/choice[2]/text","아무것도 하지 않는다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_LOSTSUN""]/choice[2]/event/choice[2]/text","","","",""
"src-en/data/events_trapper.xml:346","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_AUTO""]/text","무인 기뢰함은 주로 중요도 높은 송신소를 보호하기 위해 고용되지만, 이곳의 무인기는 경비를 서는 대신 선체를 약간 수리하고 있습니다. 다행히 이 절차가 스캔 반경을 좁혀줘서 무인기가 아직 당신을 감지하지 못한 것 같습니다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_AUTO""]/text","","","",""
"src-en/data/events_trapper.xml:349","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_AUTO""]/choice[1]/text","공격! 저 함선의 기뢰 사출기를 훔치자!","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_AUTO""]/choice[1]/text","","","",""
"src-en/data/events_trapper.xml:351","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_AUTO""]/choice[1]/event/text","당신은 기뢰함과 싸우는 위험한 결정을 내렸습니다. 당신이 저 함선의 포격으로부터 충분히 오래 자신을 지킬 수 있기를 바랍니다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_AUTO""]/choice[1]/event/text","","","",""
"src-en/data/events_trapper.xml:354","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_AUTO""]/choice[1]/event/choice/text","계속...","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_AUTO""]/choice[1]/event/choice/text","","","",""
"src-en/data/events_trapper.xml:360","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_AUTO""]/choice[2]/text","기뢰함을 피한다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_AUTO""]/choice[2]/text","","","",""
"src-en/data/events_trapper.xml:362","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_AUTO""]/choice[2]/event/text","기뢰함과 엮이는건 좋은 생각이 아닙니다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_AUTO""]/choice[2]/event/text","","","",""
"src-en/data/events_trapper.xml:364","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_AUTO""]/choice[2]/event/choice[1]/text","함선에서 무언가를 한다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_AUTO""]/choice[2]/event/choice[1]/text","","","",""
"src-en/data/events_trapper.xml:368","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_AUTO""]/choice[2]/event/choice[2]/text","아무것도 하지 않는다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_AUTO""]/choice[2]/event/choice[2]/text","","","",""
"src-en/data/events_trapper.xml:390","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ESTATE""]/text","Wentworth Innovations values its security almost as much as its brand. With Vance's personal distate for Renegades such as yourself, it shouldn't come as a surprise there's minefields and Trappers - or as this Auto-ship's pretentious name puts it, ""Porter's"" - prowling about.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ESTATE""]/text","","","",""
"src-en/data/events_trapper.xml:393","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ESTATE""]/choice[1]/text","공격! 저 함선의 기뢰 사출기를 훔치자!","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ESTATE""]/choice[1]/text","","","",""
"src-en/data/events_trapper.xml:395","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ESTATE""]/choice[1]/event/text","당신은 기뢰함과 싸우는 위험한 결정을 내렸습니다. 당신이 저 함선의 포격으로부터 충분히 오래 자신을 지킬 수 있기를 바랍니다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ESTATE""]/choice[1]/event/text","","","",""
"src-en/data/events_trapper.xml:398","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ESTATE""]/choice[1]/event/choice/text","계속...","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ESTATE""]/choice[1]/event/choice/text","","","",""
"src-en/data/events_trapper.xml:404","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ESTATE""]/choice[2]/text","기뢰함을 피한다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ESTATE""]/choice[2]/text","","","",""
"src-en/data/events_trapper.xml:406","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ESTATE""]/choice[2]/event/text","기뢰함과 엮이는건 좋은 생각이 아닙니다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ESTATE""]/choice[2]/event/text","","","",""
"src-en/data/events_trapper.xml:408","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ESTATE""]/choice[2]/event/choice[1]/text","함선에서 무언가를 한다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ESTATE""]/choice[2]/event/choice[1]/text","","","",""
"src-en/data/events_trapper.xml:412","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ESTATE""]/choice[2]/event/choice[2]/text","아무것도 하지 않는다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ESTATE""]/choice[2]/event/choice[2]/text","","","",""
"src-en/data/events_trapper.xml:434","data/events_trapper.xml$/FTL/event[@name=""DESTROYED_TRAPPER_CRYSTAL""]/text","당신은 기뢰함의 잔해를 수거하는 동안 잔해 한가운데서 떠다니는 멀쩡한 기뢰 사출기를 발견했습니다.","data/events_trapper.xml$/FTL/event[@name=""DESTROYED_TRAPPER_CRYSTAL""]/text","","","",""
"src-en/data/events_trapper.xml:439","data/events_trapper.xml$/FTL/event[@name=""DEAD_CREW_TRAPPER_CRYSTAL""]/text","기뢰함의 선원이 모두 사라졌습니다. 쓸모 있는 것을 모으는 동안 당신은 창고에 있던 기뢰 사출기를 발견했습니다.","data/events_trapper.xml$/FTL/event[@name=""DEAD_CREW_TRAPPER_CRYSTAL""]/text","","","",""
"src-en/data/events_trapper.xml:445","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_CRYSTAL""]/text","크리스탈 제국은 다른 어떤 정부나 종족보다도 영토가 넓습니다. 특별한 기뢰 사출기 기술을 장착한 기뢰함이 이 송신소를 순찰하고 있지만 이번만은 당신의 존재를 신경쓰지 않는 것 같습니다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_CRYSTAL""]/text","","","",""
"src-en/data/events_trapper.xml:448","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_CRYSTAL""]/choice[1]/text","공격! 저 함선의 기뢰 사출기를 훔치자!","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_CRYSTAL""]/choice[1]/text","","","",""
"src-en/data/events_trapper.xml:450","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_CRYSTAL""]/choice[1]/event/text","당신은 기뢰함과 싸우는 위험한 결정을 내렸습니다. 당신이 저 함선의 포격으로부터 충분히 오래 자신을 지킬 수 있기를 바랍니다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_CRYSTAL""]/choice[1]/event/text","","","",""
"src-en/data/events_trapper.xml:453","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_CRYSTAL""]/choice[1]/event/choice/text","계속...","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_CRYSTAL""]/choice[1]/event/choice/text","","","",""
"src-en/data/events_trapper.xml:459","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_CRYSTAL""]/choice[2]/text","기뢰함을 피한다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_CRYSTAL""]/choice[2]/text","","","",""
"src-en/data/events_trapper.xml:461","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_CRYSTAL""]/choice[2]/event/text","기뢰함과 엮이는건 좋은 생각이 아닙니다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_CRYSTAL""]/choice[2]/event/text","","","",""
"src-en/data/events_trapper.xml:463","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_CRYSTAL""]/choice[2]/event/choice[1]/text","함선에서 무언가를 한다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_CRYSTAL""]/choice[2]/event/choice[1]/text","","","",""
"src-en/data/events_trapper.xml:467","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_CRYSTAL""]/choice[2]/event/choice[2]/text","아무것도 하지 않는다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_CRYSTAL""]/choice[2]/event/choice[2]/text","","","",""
"src-en/data/events_trapper.xml:490","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ROCK""]/text","락맨은 열렬한 폭발물 애호가로, 그들의 구역은 미사일 무기 수집가로 가득합니다. 기뢰 사출기를 장착한 함선이 근처의 정거장에 정박하여 연료를 보급받고 있습니다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ROCK""]/text","","","",""
"src-en/data/events_trapper.xml:493","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ROCK""]/choice[1]/text","공격! 저 함선의 기뢰 사출기를 훔치자!","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ROCK""]/choice[1]/text","","","",""
"src-en/data/events_trapper.xml:495","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ROCK""]/choice[1]/event/text","당신은 기뢰함과 싸우는 위험한 결정을 내렸습니다. 당신이 저 함선의 포격으로부터 충분히 오래 자신을 지킬 수 있기를 바랍니다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ROCK""]/choice[1]/event/text","","","",""
"src-en/data/events_trapper.xml:498","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ROCK""]/choice[1]/event/choice/text","계속...","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ROCK""]/choice[1]/event/choice/text","","","",""
"src-en/data/events_trapper.xml:504","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ROCK""]/choice[2]/text","기뢰함을 피한다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ROCK""]/choice[2]/text","","","",""
"src-en/data/events_trapper.xml:506","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ROCK""]/choice[2]/event/text","기뢰함과 엮이는건 좋은 생각이 아닙니다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ROCK""]/choice[2]/event/text","","","",""
"src-en/data/events_trapper.xml:508","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ROCK""]/choice[2]/event/choice[1]/text","함선에서 무언가를 한다.","data/events_trapper.xml$/FTL/event[@name=""TRAPPER_ROCK""]/choice[2]/event/choice[1]/text","","","",""
